METODO; GRAD; HESS; SISTLIN
0.2150; 0; 0; 178.9809
2.2667; 0; 0; 549.1747
4.5010; 0; 0; 610.3471
6.9574; 0; 0; 689.1560
11.8912; 0; 0; 748.5803
14.6099; 0; 0; 733.5211
19.0325; 0; 0; 709.9019
20.3191; 0; 0; 676.0076
20.5227; 0; 0; 680.2941
21.3683; 0; 0; 669.3829
22.2927; 0; 0; 643.2807
22.8053; 0; 0; 624.5920
23.0329; 0; 0; 605.1765
23.3842; 0; 0; 582.7988
23.3692; 0; 0; 581.2238
23.5701; 0; 0; 564.2440
23.5647; 0; 0; 563.8051
23.6030; 0; 0; 565.3941
23.6124; 0; 0; 564.3522
