Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,786987
CPU_CLK_UNHALTED_CORE,FIXC1,933418
CPU_CLK_UNHALTED_REF,FIXC2,936100
PWR_PKG_ENERGY,PWR0,0.0690
PWR_DRAM_ENERGY,PWR3,0.0096
UNCORE_CLOCK,UBOXFIX,70883
TABLE,Region Tderi_grad_Padrao_50,Group 1 Metric,CLOCK,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0002,
Runtime unhalted [s],0.0004,
Clock [MHz],2392.5115,
Uncore Clock [MHz],328.6110,
CPI,1.1861,
Energy [J],0.0690,
Power [W],319.7411,
Energy DRAM [J],0.0096,
Power DRAM [W],44.7072,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.399385977 GHz,
TABLE,Region Tderi_hes_padrao_50,Group 1 Raw,CLOCK,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.010403,
call count,50,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,29572440
CPU_CLK_UNHALTED_CORE,FIXC1,24985440
CPU_CLK_UNHALTED_REF,FIXC2,25044500
PWR_PKG_ENERGY,PWR0,0.1140
PWR_DRAM_ENERGY,PWR3,0.0170
UNCORE_CLOCK,UBOXFIX,174142
TABLE,Region Tderi_hes_padrao_50,Group 1 Metric,CLOCK,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0104,
Runtime unhalted [s],0.0104,
Clock [MHz],2393.7277,
Uncore Clock [MHz],16.7401,
CPI,0.8449,
Energy [J],0.1140,
Power [W],10.9541,
Energy DRAM [J],0.0170,
Power DRAM [W],1.6370,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.399385977 GHz,
TABLE,Region T_Sist_Lin_Padrao_50,Group 1 Raw,CLOCK,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.001167,
call count,50,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,8099996
CPU_CLK_UNHALTED_CORE,FIXC1,3193017
CPU_CLK_UNHALTED_REF,FIXC2,3201800
PWR_PKG_ENERGY,PWR0,0.0699
PWR_DRAM_ENERGY,PWR3,0.0107
UNCORE_CLOCK,UBOXFIX,57533
TABLE,Region T_Sist_Lin_Padrao_50,Group 1 Metric,CLOCK,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0012,
Runtime unhalted [s],0.0013,
Clock [MHz],2392.8041,
Uncore Clock [MHz],49.2847,
CPI,0.3942,
Energy [J],0.0699,
Power [W],59.8660,
Energy DRAM [J],0.0107,
Power DRAM [W],9.2021,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.399385977 GHz,
TABLE,Region T_Newton_Inexato_50,Group 1 Raw,CLOCK,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.061163,
call count,1,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,32457420
CPU_CLK_UNHALTED_CORE,FIXC1,27654680
CPU_CLK_UNHALTED_REF,FIXC2,27723600
PWR_PKG_ENERGY,PWR0,0.2932
PWR_DRAM_ENERGY,PWR3,0.0346
UNCORE_CLOCK,UBOXFIX,273926
TABLE,Region T_Newton_Inexato_50,Group 1 Metric,CLOCK,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0612,
Runtime unhalted [s],0.0115,
Clock [MHz],2393.4212,
Uncore Clock [MHz],4.4786,
CPI,0.8520,
Energy [J],0.2932,
Power [W],4.7930,
Energy DRAM [J],0.0346,
Power DRAM [W],0.5658,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.399385977 GHz,
TABLE,Region Tderi_grad_Inexato_50,Group 1 Raw,CLOCK,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.000208,
call count,50,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,785800
CPU_CLK_UNHALTED_CORE,FIXC1,818668
CPU_CLK_UNHALTED_REF,FIXC2,822200
PWR_PKG_ENERGY,PWR0,0.0382
PWR_DRAM_ENERGY,PWR3,0.0045
UNCORE_CLOCK,UBOXFIX,50150
TABLE,Region Tderi_grad_Inexato_50,Group 1 Metric,CLOCK,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0002,
Runtime unhalted [s],0.0003,
Clock [MHz],2389.0787,
Uncore Clock [MHz],241.1330,
CPI,1.0418,
Energy [J],0.0382,
Power [W],183.7131,
Energy DRAM [J],0.0045,
Power DRAM [W],21.7169,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i3-7100U CPU @ 2.40GHz,
CPU type:,Intel Kabylake processor,
CPU clock:,2.399385977 GHz,
TABLE,Region Tderi_hes_Inexato_50,Group 1 Raw,CLOCK,6
Region Info,HWThread 3,
RDTSC Runtime [s],0.010305,
call count,50,
Event,Counter,HWThread 3
INSTR_RETIRED_ANY,FIXC0,29571360
CPU_CLK_UNHALTED_CORE,FIXC1,24612960
CPU_CLK_UNHALTED_REF,FIXC2,24671500
PWR_PKG_ENERGY,PWR0,0.0859
PWR_DRAM_ENERGY,PWR3,0.0099
UNCORE_CLOCK,UBOXFIX,60867
TABLE,Region Tderi_hes_Inexato_50,Group 1 Metric,CLOCK,9
Metric,HWThread 3,
Runtime (RDTSC) [s],0.0103,
Runtime unhalted [s],0.0103,
Clock [MHz],2393.6928,
Uncore Clock [MHz],5.9067,
CPI,0.8323,
Energy [J],0.0859,
Power [W],8.3337,
Energy DRAM [J],0.0099,
Power DRAM [W],0.9655,
STRUCT,Info,3
