NÃO OTIMIZADO; OTIMIZADO
2.3639; 2.4394
26.2565; 33.0399
80.7085; 102.1524
154.3990; 168.7264
392.0583; 411.9925
582.4635; 625.6825
1092.5294; 1118.0572
1342.1788; 1393.2724
1383.2209; 1413.5382
1579.8194; 1626.3134
1913.5931; 1999.0480
2196.9425; 2291.7824
1898.3117; 2454.6198
2280.2131; 2320.2049
2282.2396; 2357.8317
2011.0180; 2016.3260
1953.7301; 2120.6143
2050.5800; 2006.3428
2114.4287; 2109.7138
