NÃO OTIMIZADO; OTIMIZADO
0.2225; 0.1931
0.2250; 0.1941
0.2494; 0.2276
0.2143; 0.1898
0.2377; 0.2386
0.2556; 0.2530
0.3119; 0.3129
0.3275; 0.3239
0.3348; 0.3368
0.3362; 0.3364
0.3337; 0.3340
0.3262; 0.3283
0.3196; 0.3232
0.2959; 0.2974
0.2959; 0.2964
0.2861; 0.2871
0.2842; 0.2857
0.2539; 0.2480
0.2776; 0.2480
