NÃO OTIMIZADO; OTIMIZADO
17103.8565; 23773.4977
8171.8620; 7813.1399
5163.9875; 5220.1088
5056.2467; 4304.0479
3833.5486; 3740.1209
4369.0060; 3781.8270
6005.9102; 5813.5158
6376.2164; 6342.4749
6348.1677; 6293.9405
6094.8155; 6064.8511
5814.6392; 6016.5166
5722.0975; 5805.9263
6560.6946; 6959.9245
8412.2800; 8505.1487
8311.5632; 8327.1171
9254.0335; 9337.1524
9347.9777; 9387.3673
9342.3273; 9349.0278
9391.8067; 9373.1845
