NÃO OTIMIZADO; OTIMIZADO
0.2081; 0.1766
0.2601; 0.2220
0.2269; 0.1956
0.1174; 0.1148
0.0191; 0.0185
0.0149; 0.0520
0.1825; 0.1511
0.1932; 0.1959
0.2000; 0.2002
0.2150; 0.2186
0.2287; 0.2306
0.2293; 0.2119
0.2329; 0.2335
0.2374; 0.2229
0.2339; 0.2165
0.2227; 0.2049
0.2187; 0.1980
0.2024; 0.1934
0.1953; 0.1860
