NÃO OTIMIZADO; OTIMIZADO
502.1530; 570.4075
1163.8407; 1176.4831
1276.9493; 1345.3361
1379.0444; 1441.8157
1471.5708; 1523.8838
1442.1431; 1525.7865
1407.0152; 1438.6760
1372.0894; 1396.4908
1338.4234; 1376.3138
1312.9721; 1350.4856
1282.4128; 1309.5756
1168.3345; 1248.8116
1208.4557; 1241.9881
1206.5573; 1198.8681
1202.1076; 1169.9472
1168.8884; 1168.6083
1167.4657; 1167.3443
1166.9548; 1169.5625
1169.2922; 1167.4780
