NÃO OTIMIZADO; OTIMIZADO
0.2065; 0.2145
2.2516; 2.2584
4.3775; 4.4896
6.7188; 6.8849
11.5000; 11.9018
14.1582; 14.7253
18.7028; 19.1596
20.1131; 20.5058
20.2359; 20.7195
21.1076; 21.5720
22.1549; 22.5441
22.1773; 23.0338
22.3065; 23.2734
23.4462; 23.6681
23.4501; 23.6656
23.5943; 23.8308
23.6046; 23.8310
23.6335; 23.8618
23.6485; 23.8690
