NÃO OTIMIZADO; OTIMIZADO
0.055820; 0.055963
0.061598; 0.061771
0.061832; 0.062283
0.073011; 0.073524
0.098058; 0.098208
0.124983; 0.124651
0.224856; 0.224104
0.319883; 0.318155
0.332933; 0.330007
0.436248; 0.433474
0.731771; 0.726667
1.163185; 1.154374
1.578580; 1.563821
4.285512; 4.243782
4.492170; 4.452080
16.970800; 16.814530
17.796520; 17.628170
38.104110; 37.757730
70.982060; 70.337990
