NÃO OTIMIZADO; OTIMIZADO
0.5278; 0.5446
15.3516; 19.3177
56.8072; 71.9007
116.7964; 127.6345
326.9384; 343.5616
504.9605; 542.4288
996.2934; 1019.5725
1246.5595; 1294.0131
1286.7624; 1314.9656
1485.1374; 1528.8449
1826.6854; 1908.2593
2118.4591; 2209.9109
1840.2158; 2379.5210
2238.0013; 2277.2527
2240.9684; 2315.1935
1992.2850; 1997.5435
1935.9547; 2101.3205
2037.8185; 1993.8566
2104.7799; 2100.0864
