NÃO OTIMIZADO; OTIMIZADO
922.5272; 1209.8284
2279.1229; 3026.9086
3174.4844; 2991.3148
3917.6257; 4453.5012
4086.3705; 4780.6930
4414.2352; 5203.6518
5085.1768; 5384.6019
4899.3613; 5306.8215
4947.2228; 5146.5190
4941.4566; 5236.9179
4709.9078; 5143.6872
4592.8593; 4954.7256
3130.4350; 4796.6517
3117.2961; 3180.8867
3093.1079; 3223.7153
2276.3800; 2280.4094
2196.2761; 2407.7796
2227.0099; 2173.0281
2249.1277; 2242.5049
