NÃO OTIMIZADO; OTIMIZADO
1869.7882; 2661.7997
376.3530; 361.2139
186.3636; 202.0141
179.8327; 162.1574
130.6446; 137.4485
143.5408; 132.7183
154.7622; 154.5292
163.9491; 166.6494
165.6719; 166.9326
169.2372; 168.6894
178.5064; 178.5450
180.9564; 179.7348
179.1096; 186.1674
187.3212; 189.7553
187.9336; 190.2868
166.6561; 191.8492
189.9256; 192.2006
191.0860; 192.4481
190.9980; 192.4190
