NÃO OTIMIZADO; OTIMIZADO
0.000410; 0.000408
0.004203; 0.004171
0.010396; 0.010127
0.017143; 0.016590
0.041237; 0.040880
0.067323; 0.066357
0.162886; 0.161395
0.254492; 0.252389
0.267001; 0.264468
0.366479; 0.362632
0.649739; 0.643788
1.064053; 1.054761
1.462172; 1.448842
4.057209; 4.021755
4.255739; 4.216429
16.222000; 16.079900
17.012200; 16.860900
36.498250; 36.185650
68.049290; 67.461640
