NÃO OTIMIZADO; OTIMIZADO; NÃO OTIMIZADO; OTIMIZADO
105.6429; 107.3196; 0; 0
99.1563; 102.3173; 0; 0
99.6761; 99.6300; 0; 0
99.1085; 100.2574; 0; 0
97.8445; 99.8789; 0; 0
97.9862; 99.7248; 0; 0
98.1097; 99.8094; 0; 0
98.3933; 99.7903; 0; 0
98.0979; 99.7080; 0; 0
98.0912; 99.8178; 0; 0
98.1844; 99.7409; 0; 0
96.8848; 99.7041; 0; 0
95.9492; 99.7232; 0; 0
98.6902; 99.7023; 0; 0
98.6668; 99.7266; 0; 0
98.6449; 99.6789; 0; 0
98.6806; 99.6722; 0; 0
98.6643; 99.6506; 0; 0
98.6606; 99.6273; 0; 0
