NÃO OTIMIZADO; OTIMIZADO
0.2117; 0.1731
0.2087; 0.1854
0.2529; 0.2048
0.2167; 0.1926
0.2310; 0.2223
0.2317; 0.2134
0.2488; 0.2439
0.2640; 0.2515
0.2508; 0.2392
0.2632; 0.2348
0.2615; 0.2460
0.2572; 0.2449
0.2555; 0.2493
0.2619; 0.2470
0.2481; 0.2423
0.2644; 0.2796
0.2902; 0.2744
0.2900; 0.2736
0.3215; 0.2778
