NÃO OTIMIZADO; OTIMIZADO
1.9800; 2.0562
14.3754; 14.4188
28.5139; 29.2443
41.5630; 42.5907
70.3904; 72.8499
86.2440; 89.6987
113.3201; 116.0880
122.6040; 124.9973
122.3326; 125.2561
127.4684; 130.2735
133.5749; 135.9209
133.5630; 138.7224
134.2702; 140.0905
140.9483; 142.2823
140.9648; 142.2600
141.7016; 143.1220
141.7604; 143.1198
141.8918; 143.2627
141.9575; 143.2811
