NÃO OTIMIZADO; OTIMIZADO
124.3380; 152.7905
183.7213; 167.2010
171.8110; 172.0630
189.5098; 176.8475
188.6655; 203.5258
233.7727; 213.2817
314.6782; 313.5574
352.6636; 355.0053
355.1206; 354.3606
359.7688; 360.4997
374.3620; 383.3197
384.0107; 387.3163
422.5635; 443.4060
516.3970; 518.8716
518.6589; 520.8376
534.6860; 565.4871
561.0063; 568.1642
561.7636; 566.3689
563.7334; 567.8220
