NÃO OTIMIZADO; OTIMIZADO
0.2160; 0.1712
0.2467; 0.2221
0.2471; 0.2206
0.2471; 0.2194
0.2335; 0.2217
0.2572; 0.2111
0.2485; 0.2272
0.2521; 0.2449
0.2675; 0.2390
0.2611; 0.2343
0.2553; 0.2457
0.2404; 0.2359
0.2574; 0.2252
0.2625; 0.2309
0.2617; 0.2220
0.2856; 0.2351
0.2849; 0.2786
0.3046; 0.2573
0.2876; 0.2801
