NÃO OTIMIZADO; OTIMIZADO
0.000044; 0.000046
0.000196; 0.000196
0.000380; 0.000377
0.000593; 0.000592
0.001390; 0.001346
0.002182; 0.002187
0.005754; 0.005648
0.009205; 0.009088
0.009564; 0.009519
0.013457; 0.013507
0.024613; 0.024764
0.041723; 0.042532
0.057992; 0.058284
0.166357; 0.167002
0.174355; 0.180129
0.685925; 0.685458
0.719780; 0.719099
1.541473; 1.543305
2.875032; 2.871303
