NÃO OTIMIZADO; OTIMIZADO
157.5382; 178.9514
538.5327; 544.3826
583.1928; 614.4256
663.2107; 693.3987
717.6644; 743.1767
707.1521; 748.1665
694.7794; 710.4135
673.7915; 685.7743
662.7146; 681.4759
651.0426; 669.6439
637.2138; 650.7107
581.3257; 621.3659
601.7165; 618.4130
601.7727; 597.9377
599.5885; 583.5475
583.7142; 583.5743
583.0208; 582.9602
582.9914; 584.2942
584.2894; 583.3829
