NÃO OTIMIZADO; OTIMIZADO
0.000409; 0.000407
0.004182; 0.004125
0.010244; 0.010175
0.017008; 0.016577
0.040943; 0.040424
0.066915; 0.066043
0.162951; 0.161269
0.254161; 0.251682
0.266939; 0.263715
0.365874; 0.362098
0.650103; 0.643730
1.063625; 1.053549
1.462274; 1.446577
4.058333; 4.015632
4.256910; 4.210649
16.219270; 16.062410
17.010510; 16.842200
36.491840; 36.142810
68.030410; 67.389540
