NÃO OTIMIZADO; OTIMIZADO
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
0; 0
