CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_hes_Inexato_10,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000281,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,1399674
CPU_CLK_UNHALTED_CORE,FIXC1,1404195
CPU_CLK_UNHALTED_REF,FIXC2,1263374
L2_TRANS_ALL_REQUESTS,PMC0,70435
L2_RQSTS_MISS,PMC1,18647
TABLE,Region Tderi_hes_Inexato_10,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0003,
Runtime unhalted [s],0.0004,
Clock [MHz],3787.8916,
CPI,1.0032,
L2 request rate,0.0503,
L2 miss rate,0.0133,
L2 miss ratio,0.2647,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Sist_Lin_Inexato_10,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000034,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,304131
CPU_CLK_UNHALTED_CORE,FIXC1,515193
CPU_CLK_UNHALTED_REF,FIXC2,462352
L2_TRANS_ALL_REQUESTS,PMC0,77292
L2_RQSTS_MISS,PMC1,21476
TABLE,Region T_Sist_Lin_Inexato_10,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],3.411150e-05,
Runtime unhalted [s],0.0002,
Clock [MHz],3797.5130,
CPI,1.6940,
L2 request rate,0.2541,
L2 miss rate,0.0706,
L2 miss ratio,0.2779,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Newton_Padrao_32,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.030553,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,16978370
CPU_CLK_UNHALTED_CORE,FIXC1,13941370
CPU_CLK_UNHALTED_REF,FIXC2,12615990
L2_TRANS_ALL_REQUESTS,PMC0,493758
L2_RQSTS_MISS,PMC1,132230
TABLE,Region T_Newton_Padrao_32,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0306,
Runtime unhalted [s],0.0041,
Clock [MHz],3766.0508,
CPI,0.8211,
L2 request rate,0.0291,
L2 miss rate,0.0078,
L2 miss ratio,0.2678,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_grad_Padrao_32,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000088,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,574315
CPU_CLK_UNHALTED_CORE,FIXC1,726340
CPU_CLK_UNHALTED_REF,FIXC2,656892
L2_TRANS_ALL_REQUESTS,PMC0,65483
L2_RQSTS_MISS,PMC1,16275
TABLE,Region Tderi_grad_Padrao_32,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],0.0002,
Clock [MHz],3768.3223,
CPI,1.2647,
L2 request rate,0.1140,
L2 miss rate,0.0283,
L2 miss ratio,0.2485,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_hes_padrao_32,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.002717,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,12625440
CPU_CLK_UNHALTED_CORE,FIXC1,10626940
CPU_CLK_UNHALTED_REF,FIXC2,9618086
L2_TRANS_ALL_REQUESTS,PMC0,94236
L2_RQSTS_MISS,PMC1,25205
TABLE,Region Tderi_hes_padrao_32,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0027,
Runtime unhalted [s],0.0031,
Clock [MHz],3765.4911,
CPI,0.8417,
L2 request rate,0.0075,
L2 miss rate,0.0020,
L2 miss ratio,0.2675,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Sist_Lin_Padrao_32,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000242,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,2979190
CPU_CLK_UNHALTED_CORE,FIXC1,1317677
CPU_CLK_UNHALTED_REF,FIXC2,1191948
L2_TRANS_ALL_REQUESTS,PMC0,91353
L2_RQSTS_MISS,PMC1,22811
TABLE,Region T_Sist_Lin_Padrao_32,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0002,
Runtime unhalted [s],0.0004,
Clock [MHz],3767.5039,
CPI,0.4423,
L2 request rate,0.0307,
L2 miss rate,0.0077,
L2 miss ratio,0.2497,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Newton_Inexato_32,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.030331,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,14685430
CPU_CLK_UNHALTED_CORE,FIXC1,13482510
CPU_CLK_UNHALTED_REF,FIXC2,12125810
L2_TRANS_ALL_REQUESTS,PMC0,490386
L2_RQSTS_MISS,PMC1,130709
TABLE,Region T_Newton_Inexato_32,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0303,
Runtime unhalted [s],0.0040,
Clock [MHz],3789.3267,
CPI,0.9181,
L2 request rate,0.0334,
L2 miss rate,0.0089,
L2 miss ratio,0.2665,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_grad_Inexato_32,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000088,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,580400
CPU_CLK_UNHALTED_CORE,FIXC1,741151
CPU_CLK_UNHALTED_REF,FIXC2,663708
L2_TRANS_ALL_REQUESTS,PMC0,68182
L2_RQSTS_MISS,PMC1,17388
TABLE,Region Tderi_grad_Inexato_32,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
